date,MSSubClass,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,n_LandSlope,n_ExterQual,n_HeatingQC,n_KitchenQual,date,log_SalePrice,NoRidge,NAmes,CollgCr,Blmngtn,Sawyer,IDOTRR,NWAmes,SawyerW,SWISU,BrDale,Gilbert,BrkSide,OldTown,Edwards,Mitchel,Crawfor,StoneBr,NridgHt,Somerst,ClearCr,NPkVill,Timber,MeadowV,Veenker,Blueste
2006-11-01,41.875,6.5,5.125,1981.25,1983.6875,669.6875,60.9375,0.6875,0.0,1.5,0.75,3.25,1.0625,7.0625,0.875,2.0625,0.0,0.0,15.4375,0.0,11.0,2006.0,2.9375,3.4375,4.0625,3.5,2006-11-01,12.187292900767552,0.0625,0.125,0.0625,0.0,0.1875,0.0,0.0625,0.0625,0.0,0.0,0.1875,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
2006-12-01,54.583333333333336,5.916666666666667,4.916666666666667,1967.3333333333333,1974.6666666666667,747.25,0.0,0.6666666666666666,0.0,1.4166666666666667,0.25,2.5833333333333335,1.0,5.75,1.0,1.6666666666666667,46.833333333333336,0.0,15.333333333333334,0.0,12.0,2006.0,2.5833333333333335,3.25,3.6666666666666665,3.4166666666666665,2006-12-01,12.065538576213884,0.08333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
2007-01-01,62.69230769230769,5.538461538461538,5.461538461538462,1965.076923076923,1973.0,499.9230769230769,0.0,0.3076923076923077,0.07692307692307693,1.6153846153846154,0.46153846153846156,2.923076923076923,1.0769230769230769,6.153846153846154,0.6153846153846154,1.5384615384615385,27.53846153846154,15.076923076923077,11.307692307692308,0.0,1.0,2007.0,2.8461538461538463,3.1538461538461537,3.923076923076923,3.3846153846153846,2007-01-01,11.86450411367508,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
2007-02-01,57.5,6.25,5.25,1980.75,1981.125,484.25,0.0,0.125,0.25,1.5,0.375,2.75,1.0,6.75,1.0,2.25,0.0,0.0,22.5,0.0,2.0,2007.0,2.875,3.375,4.375,3.375,2007-02-01,12.03144125350294,0.0,0.25,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0
2007-03-01,58.04347826086956,5.913043478260869,5.434782608695652,1960.5652173913043,1985.304347826087,352.39130434782606,66.47826086956522,0.2608695652173913,0.08695652173913043,1.565217391304348,0.34782608695652173,3.0,1.1304347826086956,7.086956521739131,0.6521739130434783,1.7391304347826086,32.34782608695652,0.0,6.391304347826087,0.0,3.0,2007.0,2.9130434782608696,3.347826086956522,3.869565217391304,3.5217391304347827,2007-03-01,11.975770266236697,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0
2007-04-01,46.52173913043478,5.782608695652174,5.608695652173913,1975.1304347826087,1980.0,490.0869565217391,18.434782608695652,0.34782608695652173,0.0,1.434782608695652,0.43478260869565216,2.782608695652174,1.0,6.3478260869565215,0.391304347826087,1.6521739130434783,25.956521739130434,0.0,14.347826086956522,713.0434782608696,4.0,2007.0,2.9565217391304346,3.3043478260869565,4.260869565217392,3.260869565217391,2007-04-01,11.981913015348931,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.0,0.13043478260869565,0.0,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0
2007-05-01,44.18604651162791,5.883720930232558,5.511627906976744,1966.4883720930231,1981.5116279069769,402.5348837209302,25.511627906976745,0.3488372093023256,0.046511627906976744,1.441860465116279,0.4186046511627907,2.953488372093023,1.0,6.372093023255814,0.5813953488372093,1.7209302325581395,33.0,3.3488372093023258,12.348837209302326,9.30232558139535,5.0,2007.0,2.9069767441860463,3.302325581395349,4.069767441860465,3.372093023255814,2007-05-01,11.967814169960054,0.023255813953488372,0.11627906976744186,0.09302325581395349,0.0,0.11627906976744186,0.023255813953488372,0.0,0.023255813953488372,0.0,0.023255813953488372,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.13953488372093023,0.023255813953488372,0.0,0.0,0.06976744186046512,0.023255813953488372,0.0,0.0,0.06976744186046512,0.0,0.023255813953488372,0.0
2007-06-01,55.932203389830505,5.915254237288136,5.830508474576271,1972.6440677966102,1985.4915254237287,411.0,26.728813559322035,0.3559322033898305,0.1016949152542373,1.4406779661016949,0.4576271186440678,2.8813559322033897,1.0338983050847457,6.305084745762712,0.7288135593220338,1.7966101694915255,25.89830508474576,3.0508474576271185,16.372881355932204,16.610169491525422,6.0,2007.0,2.9152542372881354,3.3389830508474576,4.135593220338983,3.457627118644068,2007-06-01,12.049251023047942,0.06779661016949153,0.22033898305084745,0.01694915254237288,0.01694915254237288,0.0,0.06779661016949153,0.05084745762711865,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.0,0.05084745762711865,0.05084745762711865,0.0847457627118644,0.06779661016949153,0.0,0.03389830508474576,0.13559322033898305,0.05084745762711865,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0
2007-07-01,48.529411764705884,6.098039215686274,5.901960784313726,1967.0980392156862,1988.4313725490197,404.84313725490193,43.1764705882353,0.3137254901960784,0.09803921568627451,1.588235294117647,0.37254901960784315,2.980392156862745,1.0392156862745099,6.862745098039215,0.5490196078431373,1.803921568627451,17.666666666666668,0.0,17.470588235294116,72.54901960784314,7.0,2007.0,2.9607843137254903,3.392156862745098,4.215686274509804,3.4901960784313726,2007-07-01,12.080711979903073,0.0196078431372549,0.27450980392156865,0.0784313725490196,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0,0.0,0.09803921568627451,0.058823529411764705,0.09803921568627451,0.0196078431372549,0.0,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0,0.0392156862745098,0.0
2007-08-01,58.875,6.15,5.5,1975.2,1990.9,383.775,87.45,0.375,0.0,1.775,0.375,3.075,1.1,6.825,0.55,1.725,13.725,0.0,4.475,233.75,8.0,2007.0,3.0,3.475,4.225,3.575,2007-08-01,12.058030763700476,0.025,0.075,0.1,0.0,0.075,0.025,0.0,0.05,0.0,0.025,0.125,0.0,0.125,0.025,0.0,0.1,0.025,0.075,0.1,0.0,0.0,0.0,0.025,0.025,0.0
2007-09-01,63.63636363636363,6.454545454545454,5.181818181818182,1978.0,1988.5454545454545,514.0909090909091,16.545454545454547,0.2727272727272727,0.18181818181818182,1.7272727272727273,0.5454545454545454,3.4545454545454546,1.0909090909090908,7.454545454545454,0.8181818181818182,1.9090909090909092,0.0,0.0,41.63636363636363,0.0,9.0,2007.0,2.727272727272727,3.6363636363636362,3.727272727272727,3.4545454545454546,2007-09-01,12.103152470990848,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
2007-10-01,51.875,6.875,5.4375,1983.4375,1990.125,468.5625,142.0,0.5,0.0625,1.875,0.3125,3.0625,1.0625,7.125,0.8125,2.0,32.0,0.0,24.5,0.0,10.0,2007.0,2.9375,3.6875,4.5625,3.9375,2007-10-01,12.216753644732831,0.0,0.125,0.1875,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0,0.0625,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,62.5,6.75,5.166666666666667,1975.5833333333333,1986.75,418.7916666666667,44.666666666666664,0.3333333333333333,0.08333333333333333,1.7083333333333333,0.4583333333333333,2.9583333333333335,1.0833333333333333,7.041666666666667,0.75,2.1666666666666665,41.125,0.0,20.625,0.0,11.0,2007.0,3.0,3.5,4.375,3.6666666666666665,2007-11-01,12.127205036681412,0.041666666666666664,0.125,0.125,0.0,0.0,0.041666666666666664,0.125,0.041666666666666664,0.0,0.0,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
2007-12-01,62.77777777777778,6.944444444444445,5.555555555555555,1988.0555555555557,1994.8333333333333,273.6666666666667,32.888888888888886,0.2222222222222222,0.1111111111111111,1.7222222222222223,0.2777777777777778,2.6666666666666665,1.0,6.444444444444445,0.6666666666666666,1.8888888888888888,13.555555555555555,0.0,15.5,0.0,12.0,2007.0,2.888888888888889,3.6666666666666665,4.333333333333333,3.7777777777777777,2007-12-01,12.196550651060939,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0
2008-01-01,83.84615384615384,6.384615384615385,5.230769230769231,1976.6153846153845,1990.1538461538462,1100.2307692307693,3.1538461538461537,0.8461538461538461,0.07692307692307693,1.3846153846153846,0.3076923076923077,2.1538461538461537,1.1538461538461537,6.0,0.7692307692307693,1.6153846153846154,19.076923076923077,0.0,11.923076923076923,0.0,1.0,2008.0,2.923076923076923,3.6153846153846154,4.3076923076923075,3.6153846153846154,2008-01-01,11.968384268944611,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,52.0,6.1,5.3,1978.0,1986.6,446.6,40.4,0.3,0.2,1.5,0.4,2.7,1.0,5.8,0.5,1.7,11.2,0.0,0.0,0.0,2.0,2008.0,2.8,3.4,4.5,3.4,2008-02-01,11.95476435356457,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,75.55555555555556,6.222222222222222,5.777777777777778,1966.2222222222222,1982.0555555555557,385.6111111111111,86.27777777777777,0.3888888888888889,0.1111111111111111,1.6111111111111112,0.3333333333333333,2.888888888888889,1.0,6.277777777777778,0.5,1.6111111111111112,23.0,0.0,6.666666666666667,0.0,3.0,2008.0,2.9444444444444446,3.388888888888889,4.5,3.4444444444444446,2008-03-01,12.026143893563935,0.0,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
2008-04-01,47.30769230769231,5.846153846153846,5.538461538461538,1960.2307692307693,1972.9615384615386,491.9230769230769,81.11538461538461,0.46153846153846156,0.0,1.3461538461538463,0.2692307692307692,2.6923076923076925,1.0769230769230769,6.269230769230769,0.5384615384615384,1.4615384615384615,49.53846153846154,0.0,10.192307692307692,0.0,4.0,2008.0,2.8846153846153846,3.1923076923076925,3.9615384615384617,3.3076923076923075,2008-04-01,11.908476191249916,0.0,0.23076923076923078,0.11538461538461539,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.15384615384615385,0.19230769230769232,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0
2008-05-01,52.36842105263158,6.105263157894737,6.131578947368421,1965.6052631578948,1987.842105263158,405.86842105263156,67.47368421052632,0.47368421052631576,0.07894736842105263,1.5526315789473684,0.4473684210526316,2.789473684210526,1.0,6.605263157894737,0.6578947368421053,1.736842105263158,41.078947368421055,6.447368421052632,25.55263157894737,10.526315789473685,5.0,2008.0,2.9473684210526314,3.3421052631578947,4.315789473684211,3.5526315789473686,2008-05-01,12.079849866277309,0.0,0.15789473684210525,0.13157894736842105,0.02631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.07894736842105263,0.07894736842105263,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,0.07894736842105263,0.02631578947368421,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0
2008-06-01,50.98039215686274,5.9411764705882355,5.921568627450981,1964.4705882352941,1983.5686274509803,426.03921568627453,58.21568627450981,0.4117647058823529,0.0,1.4509803921568627,0.45098039215686275,2.9411764705882355,1.0196078431372548,6.313725490196078,0.5294117647058824,1.7647058823529411,18.49019607843137,0.0,29.372549019607842,22.54901960784314,6.0,2008.0,2.9607843137254903,3.2549019607843137,4.03921568627451,3.411764705882353,2008-06-01,11.990835249632791,0.0196078431372549,0.17647058823529413,0.09803921568627451,0.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0,0.0196078431372549,0.0784313725490196,0.17647058823529413,0.09803921568627451,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0392156862745098,0.0196078431372549,0.0
2008-07-01,56.02040816326531,6.122448979591836,5.8979591836734695,1972.0204081632653,1985.4489795918366,346.2040816326531,51.55102040816327,0.42857142857142855,0.04081632653061224,1.6326530612244898,0.3877551020408163,3.0408163265306123,1.0,6.673469387755102,0.6122448979591837,1.6938775510204083,8.979591836734693,8.306122448979592,6.408163265306122,26.53061224489796,7.0,2008.0,2.979591836734694,3.489795918367347,4.244897959183674,3.5714285714285716,2008-07-01,11.996260262517733,0.0,0.1836734693877551,0.12244897959183673,0.0,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.061224489795918366,0.0,0.0,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612
2008-08-01,73.10344827586206,6.241379310344827,5.448275862068965,1971.896551724138,1985.344827586207,561.2068965517242,52.10344827586207,0.5172413793103449,0.034482758620689655,1.5862068965517242,0.4827586206896552,2.6551724137931036,1.0344827586206897,6.206896551724138,0.6896551724137931,1.7241379310344827,24.482758620689655,0.0,7.724137931034483,64.13793103448276,8.0,2008.0,2.896551724137931,3.4482758620689653,4.275862068965517,3.5517241379310347,2008-08-01,12.076743147554149,0.13793103448275862,0.13793103448275862,0.0,0.0,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.0,0.0,0.10344827586206896,0.0,0.0,0.0
2008-09-01,65.29411764705883,5.882352941176471,5.647058823529412,1959.235294117647,1985.0588235294117,358.94117647058823,22.0,0.47058823529411764,0.058823529411764705,1.7647058823529411,0.47058823529411764,3.2941176470588234,1.1764705882352942,6.9411764705882355,0.47058823529411764,1.2941176470588236,5.882352941176471,0.0,31.764705882352942,23.529411764705884,9.0,2008.0,2.8823529411764706,3.2941176470588234,3.8823529411764706,3.235294117647059,2008-09-01,11.97219585949553,0.0,0.058823529411764705,0.29411764705882354,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
2008-10-01,61.81818181818182,6.2727272727272725,5.954545454545454,1976.4545454545455,1989.3636363636363,533.7272727272727,24.681818181818183,0.5,0.13636363636363635,1.5,0.22727272727272727,2.727272727272727,1.0,6.0,0.5454545454545454,1.8636363636363635,21.454545454545453,21.818181818181817,27.363636363636363,22.727272727272727,10.0,2008.0,2.9545454545454546,3.5,4.136363636363637,3.727272727272727,2008-10-01,11.983705481607707,0.0,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
2008-11-01,65.29411764705883,6.235294117647059,5.647058823529412,1975.7058823529412,1985.8235294117646,700.6470588235294,12.235294117647058,0.6470588235294118,0.11764705882352941,1.6470588235294117,0.29411764705882354,3.1176470588235294,1.1764705882352942,7.117647058823529,0.5882352941176471,1.9411764705882353,0.0,39.588235294117645,16.941176470588236,82.3529411764706,11.0,2008.0,2.8823529411764706,3.4705882352941178,4.176470588235294,3.5294117647058822,2008-11-01,12.166410041229296,0.0,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.17647058823529413,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0
2008-12-01,50.714285714285715,6.428571428571429,5.5,1974.5,1988.0714285714287,355.0,37.92857142857143,0.35714285714285715,0.21428571428571427,1.5714285714285714,0.35714285714285715,2.857142857142857,1.0,6.357142857142857,0.5,1.7857142857142858,10.214285714285714,0.0,16.0,0.0,12.0,2008.0,3.0,3.5,4.285714285714286,3.642857142857143,2008-12-01,12.034555677869633,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2009-01-01,33.75,5.583333333333333,4.916666666666667,1963.6666666666667,1982.5833333333333,210.66666666666666,29.5,0.16666666666666666,0.08333333333333333,1.5,0.25,2.5833333333333335,1.0,6.416666666666667,0.6666666666666666,1.75,18.083333333333332,0.0,62.916666666666664,0.0,1.0,2009.0,3.0,3.4166666666666665,4.0,3.5,2009-01-01,11.92585779751331,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
2009-02-01,46.0,6.3,5.2,1983.3,1983.5,468.2,34.5,0.5,0.0,1.7,0.5,2.6,1.0,6.5,0.4,2.0,11.2,16.2,15.2,0.0,2.0,2009.0,2.9,3.4,4.2,3.6,2009-02-01,12.085878716415394,0.0,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
